,Are you self-employed?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,company_size,age_class
92,0,1.0,1.0,No,I am not sure,Yes,I don't know,I don't know,3,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe,No,No,No,Yes,No,0,Rarely,Sometimes,26,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Sometimes,2,2
93,0,1.0,1.0,No,I am not sure,No,No,I don't know,4,Yes,No,No,Yes,No,Yes,1,Yes,Yes,Maybe,"Yes, I think they would",Not open at all,Yes,Yes,No,No,No,No,0,Never,Sometimes,17,Male,Brazil,,Brazil,,Front-end Developer,Always,2,1
94,0,0.0,0.0,I don't know,I am not sure,No,No,I don't know,3,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe,Maybe,No,Yes,Yes,Yes,1,Sometimes,Often,29,Female,United States of America,North Dakota,United States of America,North Dakota,Front-end Developer,Sometimes,2,2
95,0,1.0,1.0,Yes,I am not sure,No,I don't know,I don't know,3,No,No,Maybe,Maybe,I don't know,No,1,Yes,No,"No, I don't think it would",Maybe,Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,26,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,4,2
96,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,1,No,No,Maybe,Maybe,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,36,Female,United States of America,Vermont,United States of America,Vermont,Front-end Developer,Always,3,3
97,0,1.0,1.0,I don't know,I am not sure,Yes,I don't know,Yes,0,No,No,No,No,Yes,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,46,Male,United States of America,Illinois,United States of America,Illinois,Back-end Developer|DevOps/SysAdmin,Sometimes,3,4
99,0,1.0,1.0,Yes,Yes,No,No,I don't know,4,Maybe,No,Maybe,Yes,No,No,1,No,No,Maybe,Maybe,Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,28,Female,United States of America,California,United States of America,California,Back-end Developer,Sometimes,4,2
100,0,1.0,1.0,Yes,No,I don't know,I don't know,I don't know,3,Maybe,No,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,40,Male,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin,Sometimes,5,4
101,0,1.0,1.0,I don't know,No,No,No,I don't know,0,Yes,No,Maybe,Yes,No,No,0,Maybe,No,"Yes, I think it would",Maybe,Very open,No,Maybe,I don't know,Yes,Yes,Yes,1,Often,Often,23,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Sometimes,4,2
102,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,3,No,No,Yes,Yes,I don't know,No,1,Yes,Yes,Maybe,Maybe,Somewhat open,No,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,30,Male,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Sometimes,2,3
103,0,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,1,Maybe,Maybe,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,Maybe,No,No,0,Not applicable to me,Not applicable to me,28,Female,United States of America,Illinois,United States of America,Illinois,Designer,Sometimes,3,2
104,0,1.0,1.0,No,I am not sure,No,No,I don't know,4,Yes,No,Maybe,Maybe,No,Yes,0,No,No,Maybe,Maybe,Somewhat open,Maybe,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,27,Male,Netherlands,,Netherlands,,Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate|Supervisor/Team Lead,Never,3,2
106,0,1.0,1.0,Yes,Yes,No,No,I don't know,4,Maybe,No,Maybe,No,No,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe,No,Yes,Yes,Maybe,No,1,Sometimes,Sometimes,39,Female,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Never,3,3
107,0,1.0,1.0,Yes,Yes,No,Yes,Yes,0,Maybe,Maybe,Maybe,Maybe,No,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe,No,Yes,No,Yes,Yes,1,Sometimes,Sometimes,34,Female,United States of America,New York,United States of America,New York,Supervisor/Team Lead,Always,6,3
108,0,1.0,1.0,Yes,Yes,No,No,Yes,1,No,No,No,Yes,Yes,No,0,No,No,"Yes, I think it would","No, I don't think they would",Somewhat not open,No,Maybe,No,Yes,Yes,Yes,1,Rarely,Often,30,Male,United States of America,North Carolina,United States of America,North Carolina,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes,2,3
110,0,0.0,0.0,I don't know,No,No,I don't know,I don't know,2,No,No,Yes,Yes,I don't know,No,1,Yes,Yes,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,Maybe,No,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Indiana,United States of America,Missouri,Designer,Sometimes,4,3
111,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,30,Male,United States of America,California,United States of America,California,Back-end Developer,Always,3,3
112,0,1.0,1.0,Yes,I am not sure,No,I don't know,I don't know,4,Yes,No,No,No,I don't know,No,0,No,No,"Yes, I think it would",Maybe,Somewhat open,No,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,32,Male,United States of America,Kansas,United States of America,Kansas,Front-end Developer,Sometimes,6,3
115,0,0.0,0.0,Yes,Yes,No,Yes,Yes,0,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,51,Male,United States of America,Indiana,United States of America,Indiana,Executive Leadership|Supervisor/Team Lead,Sometimes,3,5
116,0,0.0,0.0,I don't know,No,No,No,I don't know,0,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,"No, it has not",Maybe,Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,26,Male,United States of America,Tennessee,United States of America,Tennessee,Full track,Sometimes,3,2
117,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,Yes,No,Maybe,"No, I don't think they would",Very open,Yes,No,Yes,Yes,No,Yes,1,Never,Often,41,Female,United States of America,Minnesota,United States of America,Minnesota,Front-end Developer,Sometimes,3,4
118,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,3,No,No,Maybe,Maybe,I don't know,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Often,39,Female,United States of America,District of Columbia,United States of America,District of Columbia,Back-end Developer,Sometimes,4,3
119,0,1.0,1.0,Yes,No,No,No,No,3,Maybe,No,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Maybe,Maybe,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,43,Male,United States of America,Tennessee,United States of America,Tennessee,DevOps/SysAdmin|Back-end Developer,Sometimes,2,4
120,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,3,No,No,Yes,Yes,I don't know,No,1,Yes,Yes,Maybe,"No, I don't think they would",Very open,No,Maybe,Yes,No,Maybe,No,0,Rarely,Rarely,30,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Sometimes,5,3
121,0,1.0,1.0,Yes,Yes,Yes,I don't know,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,24,Female,United States of America,Illinois,United States of America,Illinois,Designer,Sometimes,3,2
123,0,0.0,0.0,No,Yes,No,No,I don't know,4,Yes,Maybe,No,Maybe,I don't know,No,1,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,28,Female,Germany,,Germany,,Full track,Sometimes,3,2
126,0,0.0,0.0,I don't know,No,Yes,No,I don't know,5,Yes,Maybe,Yes,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat open,Yes,No,I don't know,Maybe,Maybe,No,1,Not applicable to me,Often,36,Female,United States of America,Indiana,United States of America,Indiana,Other,Sometimes,1,3
128,0,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,1,Maybe,Maybe,Yes,Yes,I don't know,No,1,No,Maybe,Maybe,"No, I don't think they would",Very open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,34,Male,France,,France,,Front-end Developer,Sometimes,4,3
129,0,1.0,1.0,Yes,No,No,No,No,2,Maybe,No,No,Maybe,Yes,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,44,Female,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,3,4
130,0,0.0,0.0,I don't know,I am not sure,No,I don't know,I don't know,5,Maybe,Maybe,No,Maybe,I don't know,No,1,No,No,Maybe,Maybe,Somewhat open,No,Maybe,I don't know,Yes,Maybe,Yes,1,Rarely,Sometimes,45,Male,United States of America,Georgia,United States of America,Georgia,Back-end Developer,Sometimes,6,4
131,0,1.0,1.0,Yes,No,No,I don't know,I don't know,4,Yes,Maybe,Maybe,No,No,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,No,I don't know,Yes,Maybe,Yes,1,Rarely,Often,45,Male,United States of America,Oregon,United States of America,Oregon,Full track,Sometimes,2,4
132,0,1.0,1.0,No,I am not sure,No,No,I don't know,4,Yes,No,Maybe,Yes,No,No,1,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Yes,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,30,Male,United States of America,Utah,United States of America,Utah,Back-end Developer,Sometimes,5,3
133,0,0.0,0.0,Yes,No,No,Yes,Yes,0,Maybe,No,Maybe,Yes,I don't know,No,1,No,No,"Yes, I think it would",Maybe,Neutral,Yes,Yes,I don't know,Yes,Yes,Yes,1,Rarely,Rarely,34,Male,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer,Sometimes,6,3
134,0,1.0,1.0,I don't know,No,Yes,I don't know,I don't know,3,No,No,Maybe,Yes,Yes,No,1,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Maybe,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,United States of America,Connecticut,United States of America,Connecticut,Full track,Sometimes,6,3
135,0,0.0,0.0,Yes,I am not sure,No,I don't know,Yes,0,Maybe,No,No,Maybe,I don't know,No,1,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,38,Male,United States of America,Tennessee,United States of America,Tennessee,DevOps/SysAdmin,Sometimes,6,3
136,0,1.0,1.0,Yes,No,No,I don't know,I don't know,0,No,No,No,Maybe,Yes,No,1,Maybe,No,Maybe,Maybe,Neutral,No,Maybe,No,No,Maybe,Yes,1,Rarely,Sometimes,31,Male,United States of America,Virginia,United States of America,Virginia,Front-end Developer,Sometimes,3,3
137,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,2,No,No,Yes,Yes,I don't know,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,33,Male,United States of America,Florida,United States of America,Florida,Other,Always,3,3
138,0,1.0,1.0,Yes,Yes,No,I don't know,I don't know,4,Yes,No,No,No,No,No,1,Maybe,No,Maybe,Maybe,Somewhat open,Maybe,Yes,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,29,Female,United States of America,New York,United States of America,New York,Other,Sometimes,4,2
139,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,No,No,Yes,Yes,I don't know,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Very open,Yes,No,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,35,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,4,3
140,0,1.0,1.0,No,Yes,No,No,No,5,Maybe,Maybe,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,42,Female,Canada,,Canada,,Executive Leadership|Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always,1,4
141,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,0,Yes,Maybe,No,Maybe,I don't know,No,1,No,No,"Yes, I think it would",Maybe,Somewhat open,Maybe,Yes,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,26,Female,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead|Front-end Developer,Sometimes,3,2
142,0,1.0,1.0,Yes,No,No,I don't know,I don't know,0,Maybe,No,Maybe,Yes,Yes,No,1,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,Yes,Maybe,Maybe,Yes,1,Sometimes,Sometimes,36,Female,United States of America,Maryland,United States of America,Maryland,Front-end Developer,Always,5,3
143,0,1.0,1.0,I don't know,I am not sure,I don't know,No,I don't know,0,Maybe,Maybe,Maybe,Maybe,I don't know,No,0,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,21,Male,United Kingdom,,United Kingdom,,Front-end Developer,Never,3,2
144,0,1.0,1.0,Yes,I am not sure,No,No,No,2,Maybe,No,No,Yes,Yes,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Very open,No,Maybe,I don't know,Yes,Yes,Yes,1,Rarely,Often,34,Female,United States of America,Washington,United States of America,Washington,Supervisor/Team Lead,Sometimes,3,3
146,0,1.0,1.0,Yes,No,No,No,I don't know,5,Yes,Maybe,Maybe,Maybe,No,Yes,1,Maybe,No,"Yes, it has","No, I don't think they would",Somewhat open,Yes,Maybe,No,Yes,Yes,Yes,1,Rarely,Often,35,Male,United States of America,Indiana,United States of America,Indiana,Other|Back-end Developer|Front-end Developer|Designer,Sometimes,3,3
147,0,1.0,1.0,Yes,Yes,No,I don't know,No,2,No,No,Yes,Yes,Yes,No,1,Maybe,No,"Yes, I think it would",Maybe,Very open,Maybe,Maybe,No,No,No,No,1,Never,Often,44,Male,United States of America,Oregon,United States of America,Oregon,Executive Leadership|DevOps/SysAdmin|Back-end Developer,Sometimes,2,4
148,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,"No, I don't think it would",Maybe,Very open,Yes,No,Yes,Yes,No,Yes,0,Sometimes,Sometimes,35,Genderqueer/Other,Canada,,Canada,,Front-end Developer,Sometimes,2,3
149,0,1.0,1.0,No,I am not sure,No,No,I don't know,5,Yes,Maybe,No,No,No,Yes,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,45,Male,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,6,4
150,0,0.0,0.0,Yes,Yes,I don't know,Yes,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,Maybe,No,Yes,Yes,Yes,1,Never,Sometimes,42,Male,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead,Sometimes,6,4
153,0,1.0,1.0,Yes,No,I don't know,I don't know,I don't know,0,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Maybe,Yes,Maybe,Maybe,No,1,Not applicable to me,Sometimes,36,Male,United States of America,Illinois,United States of America,New York,Back-end Developer,Always,4,3
155,0,1.0,1.0,I don't know,No,Yes,No,I don't know,1,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,No,Maybe,I don't know,Maybe,No,No,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Oregon,United States of America,Oregon,Back-end Developer,Always,3,2
156,0,1.0,1.0,Yes,No,No,I don't know,I don't know,2,Maybe,Maybe,Yes,Yes,I don't know,No,0,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Not open at all,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,United States of America,California,United States of America,California,Other,Never,4,3
157,0,1.0,1.0,No,I am not sure,No,I don't know,Yes,5,Yes,Maybe,Maybe,Maybe,I don't know,No,1,No,No,"Yes, it has","No, I don't think they would",Neutral,Maybe,Maybe,I don't know,Yes,Yes,Yes,1,Sometimes,Often,31,Male,United States of America,California,United States of America,California,Dev Evangelist/Advocate|Support,Sometimes,3,3
158,0,0.0,0.0,I don't know,No,No,No,I don't know,4,Yes,Maybe,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,42,Male,Canada,,Canada,,Supervisor/Team Lead|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always,6,4
159,0,1.0,1.0,Yes,Yes,No,I don't know,Yes,2,Maybe,Maybe,No,No,No,No,1,No,No,"Yes, I think it would",Maybe,Neutral,No,Maybe,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,25,Male,United States of America,Indiana,United States of America,Indiana,Support,Sometimes,5,2
160,0,1.0,1.0,Yes,Yes,No,Yes,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,27,Male,United States of America,California,United States of America,California,Executive Leadership,Sometimes,2,2
161,0,0.0,0.0,Yes,Yes,No,I don't know,I don't know,4,Maybe,Maybe,Maybe,Maybe,Yes,No,1,No,No,"Yes, I think it would","Yes, I think they would",Very open,Maybe,Maybe,No,Yes,Yes,Yes,1,Sometimes,Often,41,Female,United States of America,Ohio,United States of America,Ohio,Back-end Developer,Never,6,4
162,0,1.0,1.0,Yes,Yes,No,Yes,I don't know,2,Maybe,No,Maybe,No,I don't know,No,0,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Maybe,Maybe,No,Yes,Yes,No,0,Rarely,Often,41,Female,United States of America,California,United States of America,California,Executive Leadership,Sometimes,4,4
163,0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,1,Yes,Maybe,No,No,Yes,No,0,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,Maybe,I don't know,No,No,No,1,Not applicable to me,Not applicable to me,55,Female,United States of America,California,United States of America,California,HR,Never,6,5
164,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,3,Maybe,No,Maybe,Maybe,No,No,1,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat open,Maybe,No,No,Yes,Yes,No,0,Not applicable to me,Not applicable to me,21,Male,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Never,6,2
165,0,0.0,0.0,I don't know,I am not sure,Yes,No,I don't know,1,Maybe,Maybe,No,Maybe,Yes,No,1,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,Netherlands,,Netherlands,,Supervisor/Team Lead,Never,6,3
166,0,0.0,0.0,I don't know,No,No,I don't know,Yes,1,Maybe,Maybe,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,34,Female,Netherlands,,Netherlands,,Front-end Developer,Sometimes,6,3
167,0,0.0,0.0,Yes,Yes,No,Yes,I don't know,0,Maybe,No,No,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat not open,No,Maybe,I don't know,No,Maybe,No,0,Not applicable to me,Sometimes,40,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,6,4
169,0,0.0,0.0,Yes,I am not sure,Yes,I don't know,I don't know,2,Maybe,No,No,Maybe,I don't know,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,No,No,No,Maybe,No,0,Not applicable to me,Sometimes,36,Male,Germany,,Germany,,Other,Sometimes,6,3
170,0,1.0,1.0,No,I am not sure,No,No,No,2,Maybe,Maybe,Yes,Maybe,No,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,No,No,Maybe,No,0,Sometimes,Sometimes,25,Male,Germany,,Germany,,Front-end Developer,Never,3,2
171,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,3,Maybe,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,United States of America,Florida,United States of America,Florida,Full track,Always,4,3
172,0,1.0,1.0,No,I am not sure,No,No,I don't know,3,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe,No,I don't know,Maybe,No,No,1,Not applicable to me,Not applicable to me,37,Male,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Always,2,3
